Frequency,Monetary,Cluster
167,1526.47,3
109,823.97,3
8,142.5,3
19,280.9,3
120,2236.74,3
79,1328.55,3
22,259.8,3
27,598.2,3
12,212.82,3
167,5305.83,1
22,361.22,3
44,602.27,3
4,2560,3
44,686.67,3
37,616.26,3
16,274.15,3
14,226.37,3
156,2755.56,3
69,1341.65,3
19,328.15,3
3,404.4,3
56,1038.46,3
16,230.7,3
37,326.75,3
1,207.5,3
117,419.32,3
20,510.54,3
320,3085.96,3
319,3844.22,1
41,242.21,3
152,1564.48,3
45,26626.8,0
10,151.05,3
11,214.8,3
20,109.95,3
152,545.17,3
84,1959.38,3
15,322.41,3
47,370.48,3
2,101.1,3
35,555.91,3
91,883.9,3
234,1456.7,3
9,53.5,3
59,1092.07,3
8,153.9,3
28,494.44,3
94,6675.71,1
39,395.8,3
30,199.82,3
34,658.88,3
110,2024.95,3
70,1460.37,3
661,3361.54,1
106,896.66,3
90,652.07,3
5,109.36,3
53,707.04,3
50,1537.47,3
18,327.3,3
128,794.41,3
76,497.43,3
118,1553.66,3
228,1320.56,3
97,367.93,3
108,471.08,3
128,977.52,3
5,676.2,3
23,362.95,3
109,2131.9,3
32,1780.59,3
101,660.86,3
33,584.5,3
59,555.89,3
88,317.2,3
4,94.36,3
35,1362.27,3
45,221.19,3
357,2938.1,3
100,1412.06,3
207,1472.15,3
86,1631.15,3
73,408.57,3
29,303.93,3
198,4061.24,1
59,292.85,3
15,161.05,3
23,443.05,3
5,167.25,3
63,163.07,3
172,2126.93,3
231,2026.78,3
45,214.65,3
35,151.83,3
31,262.2,3
7,126.25,3
54,210.35,3
73,1026.99,3
102,675.27,3
52,959.48,3
399,33805.7,0
17,328.78,3
6,82.56,3
21,302.7,3
362,1865.91,3
9,241.06,3
1,-2.95,3
2,284.55,3
6,300.85,3
83,642.81,3
8,287.4,3
16,179.22,3
109,1522.25,3
132,798.35,3
282,3640.67,1
24,381.2,3
172,614.84,3
85,636.67,3
63,230.51,3
2,2.9,3
34,196.61,3
19,178.39,3
41,625.19,3
11,311.92,3
14,266.97,3
3,-8.15,3
99,1841.18,3
107,2149.32,3
9,208.36,3
202,3482.74,1
134,810.04,3
33,151.42,3
4,102,3
85,1383.7,3
233,1310.13,3
147,1602.16,3
2,74.9,3
181,649.78,3
171,757.44,3
13,223.95,3
19,314.86,3
368,1811.47,3
28,544.3,3
146,2494.46,3
17,331,3
35,300.83,3
53,769.29,3
18,220.62,3
19,139.35,3
26,379.4,3
42,363.65,3
31,492.2,3
39,731.5,3
62,1329.66,3
50,826.53,3
94,662.06,3
97,1562.22,3
134,2925.97,3
16,86.12,3
22,319.1,3
11,400.86,3
86,1421.43,3
83,482.1,3
4,777.6,3
3,90.3,3
13,363.7,3
13,248.1,3
168,940.36,3
34,827.79,3
113,1627.13,3
6,101.7,3
17,162.7,3
41,476.24,3
13,215.08,3
157,1036.62,3
296,9275.67,1
200,11895.6,1
14,277.61,3
14,228.06,3
17,244.41,3
30,455.25,3
77,1244.59,3
4,6748.8,1
178,1018.06,3
30,588.71,3
56,539.02,3
45,1388.81,3
5,119.62,3
3,339.3,3
30,-106.13,3
978,4143.59,1
261,2266.25,3
32,922.12,3
17,379.73,3
86,5664.57,1
74,641.55,3
17,285.89,3
207,3313.79,1
11,281.85,3
473,8241.44,1
58,816.51,3
31,511.12,3
19,1077.74,3
3,173.7,3
19,614.01,3
35,865.6,3
5,124.2,3
130,3576.15,1
106,1285.22,3
58,999.7,3
46,648.41,3
28,451.44,3
1,-30.6,3
11,70.44,3
6,313.62,3
14,233.45,3
31,908.03,3
8,463.95,3
13,225.15,3
33,459.24,3
10,213.5,3
220,4039.44,1
26,325.35,3
53,181.09,3
85,360.16,3
12,250.15,3
7,90.04,3
11,140.7,3
58,764.2,3
31,244.8,3
32,494.73,3
34,482.47,3
174,3038.67,3
280,5450.96,1
6,75.66,3
11,120.99,3
66,1187.66,3
30,618.59,3
22,443.79,3
33,500.42,3
5,151.85,3
97,2630.64,3
16,204.41,3
9,178.96,3
29,813.48,3
5,129.45,3
48,810.57,3
23,333.08,3
184,4379.65,1
20,322.8,3
119,2183.04,3
64,417.73,3
153,2878.15,3
9,217.9,3
72,1124.59,3
94,1671.43,3
52,1169.38,3
12,231.1,3
35,679.83,3
27,487.51,3
62,833.78,3
14,214.06,3
20,265.82,3
24,518.42,3
122,6614.66,1
76,1166.92,3
31,594.97,3
259,3784.44,1
80,8568.24,1
208,933.62,3
8,123.24,3
2,39.12,3
17,810.45,3
9,135.4,3
29,104.94,3
50,520.15,3
20,306.72,3
161,1370.87,3
261,4017.42,1
6,1692.27,3
117,8093.59,1
97,318.96,3
91,1545.97,3
169,3013.44,3
3,129.75,3
10,183.7,3
44,1770.34,3
30,1028,3
277,65257.2,4
62,324.24,3
587,3038.44,3
62,1260.86,3
16,303.26,3
13,208.63,3
3,1276,3
60,482.01,3
10,657.9,3
21,112.75,3
5,1998,3
311,5029.5,1
153,5140.19,1
284,13946.1,1
123,531.35,3
27,656.63,3
79,3029.87,3
401,2470.29,3
22,1651.03,3
445,3635.35,1
626,6804.95,1
94,911.53,3
19,301.72,3
3,319.8,3
236,3278.36,1
45,623.75,3
203,1773.92,3
27,155.24,3
37,292.47,3
228,4711.21,1
43,589.15,3
146,748.57,3
185,1382.02,3
46,272.82,3
265,1042.22,3
653,7012.83,1
83,697.75,3
28,603.75,3
53,650.51,3
128,2269.21,3
1,417.6,3
1,3.75,3
16,312.55,3
4,0,3
193,2191.84,3
238,1272,3
354,6989.5,1
452,6694.31,1
45,826.96,3
69,1515.9,3
95,623.93,3
25,1764.72,3
9,207.5,3
32,214.2,3
2,2002.4,3
176,1484.63,3
13,239.4,3
7,106.83,3
22,369.34,3
43,772.84,3
13,316.62,3
89,1501.38,3
24,594.9,3
705,2736.3,3
1,34,3
34,1145.6,3
221,5560.8,1
58,458.04,3
40,380.39,3
144,733.26,3
247,2186.03,3
24,124.79,3
49,654.92,3
155,1557.51,3
75,388.09,3
49,213.6,3
16,245.94,3
337,9818.35,1
60,425.19,3
19,294.65,3
197,2242.25,3
3,107.6,3
155,597.48,3
5,80.8,3
95,1520.12,3
322,1706.28,3
12,110.38,3
16,243.84,3
274,1168.71,3
66,414.88,3
18,305.62,3
164,1201.49,3
119,867.83,3
24,332.3,3
60,536.99,3
96,450.69,3
103,801.49,3
67,1121.59,3
22,283.38,3
150,912.74,3
16,275.64,3
28,547.07,3
15,479.35,3
433,1668.48,3
322,6488.9,1
28,417.06,3
95,1446.95,3
190,3315.69,1
26,497.61,3
38,358.38,3
26,460.64,3
28,775.18,3
22,341.7,3
8,128.5,3
11,197.22,3
23,325.91,3
12,199.15,3
47,1106.53,3
24,413.46,3
10,180.85,3
11,251.87,3
166,3167.73,3
26,582.9,3
295,15051.8,0
115,1727.82,3
64,1260.44,3
379,10183.8,1
11,214.32,3
12,193.44,3
14,281.42,3
8,124.57,3
19,332.41,3
20,342.45,3
9,144.91,3
19,328.4,3
2,35.4,3
12,306.29,3
72,473.14,3
8,151.65,3
28,481.35,3
11,207.74,3
125,797.14,3
139,2761.49,3
7,680.02,3
289,7066.31,1
123,2023.47,3
158,846.97,3
6,0,3
162,1478.65,3
1,432,3
39,705.12,3
38,276.73,3
26,429.84,3
101,471.51,3
35,193.58,3
135,1578.67,3
202,802.95,3
101,496.84,3
45,145.93,3
67,217.84,3
44,213.03,3
158,431.36,3
124,1274.81,3
78,164.29,3
44,1706.88,3
60,373.24,3
693,3705.69,1
209,3085.48,3
92,579.12,3
149,975.35,3
19,364.14,3
536,1486.79,3
105,2528.67,3
8,113.44,3
38,208.46,3
57,621.68,3
142,571.58,3
9,391.52,3
129,1017.84,3
324,2577.4,3
59,165.99,3
690,6644.73,1
86,728.19,3
14,230.25,3
6,543.05,3
213,2781.5,3
77,1295.39,3
51,375.23,3
890,4584.72,1
53,161.94,3
49,530.08,3
62,950.93,3
57,262.68,3
241,1900.18,3
304,3039.68,3
283,1894.11,3
33,816.73,3
249,4345.5,1
17,344.08,3
19,435.02,3
60,1156.23,3
42,1178.56,3
87,1262.75,3
15,154.86,3
1,20.8,3
54,2085.08,3
26,493.67,3
18,292.34,3
16,416.64,3
7,117.35,3
101,507.05,3
14,234.17,3
7,110.55,3
26,201.19,3
31,2148.47,3
21,319.02,3
31,439.43,3
42,650.41,3
42,232.21,3
2,251.52,3
39,344.33,3
91,1809.05,3
85,1039.36,3
22,384.06,3
148,1913.45,3
415,4372.57,1
121,5461.62,1
3,1873.2,3
129,1625.05,3
7,126.12,3
12,1133.25,3
1,179,3
95,1601.86,3
1,-1.25,3
41,1427.46,3
12,702,3
6,287.02,3
23,484.82,3
1,2,3
1,1,3
1,12,3
1,2,3
1,1,3
169,3989.57,1
50,1487.78,3
44,1412.94,3
44,781.78,3
52,867.35,3
12,185.46,3
15,270.9,3
75,565.58,3
209,1790.88,3
268,8574.11,1
16,920.1,3
229,1255.58,3
7,71,3
3,95.85,3
9,357.77,3
4,154.83,3
155,848.59,3
2,716,3
11,146.87,3
22,380.35,3
28,1030.14,3
32,734.57,3
32,388.33,3
77,1253.22,3
22,112.4,3
15,449.73,3
71,1065.77,3
95,1015.46,3
101,1730.14,3
10,897.43,3
22,339.44,3
22,642.02,3
64,1090.7,3
48,864.32,3
322,5594.78,1
312,3196.29,3
43,247.14,3
92,413.75,3
13,445.38,3
79,1275.83,3
62,1179.89,3
512,3074.44,3
5,234.24,3
101,5116.13,1
71,534.47,3
82,1421.59,3
62,859.35,3
1,-112.35,3
297,4531.34,1
152,2641.57,3
64,312.14,3
147,2380.44,3
173,1442.84,3
80,813.77,3
25,841.08,3
26,303.32,3
2,118.8,3
9,285.5,3
64,290.16,3
80,1998.9,3
52,1405.78,3
162,2949.75,3
186,1539.15,3
96,2050.08,3
114,1977.51,3
64,2041.85,3
198,3802.81,1
124,1751.13,3
15,270.2,3
76,1068.4,3
52,992.68,3
210,923.07,3
65,971.74,3
41,1616.69,3
1,25.5,3
90,665.78,3
417,10350.7,1
119,863.53,3
12,163.3,3
30,248.61,3
135,747.22,3
43,806.9,3
9,116.2,3
10,157.02,3
37,573.81,3
18,307.46,3
7,138.32,3
9,345.3,3
31,294.21,3
40,259.35,3
261,989.3,3
12,136.69,3
134,2463.17,3
27,4892.24,1
24,425,3
52,1139.73,3
24,380.5,3
486,10565.8,1
20,465.32,3
15,579,3
48,984.57,3
35,749.78,3
85,1679.64,3
9,124.88,3
16,1503.5,3
14,213.78,3
23,329.34,3
20,251.7,3
15,306.55,3
67,1266.97,3
101,1529.69,3
229,3518.03,1
95,1568.97,3
5,293.1,3
145,2466.4,3
10,158.68,3
14,189.49,3
60,816.88,3
16,224.91,3
16,313.26,3
85,3653.65,1
4,59.9,3
64,1430.94,3
15,306.13,3
80,711.79,3
130,775.34,3
23,239.92,3
76,3286.91,1
2,144,3
10,203.95,3
89,2275.58,3
60,382.12,3
20,249.74,3
236,2093.88,3
35,1674.46,3
29,262.62,3
29,1013.01,3
95,687.18,3
38,340.03,3
152,3563.85,1
67,1352.91,3
13,384.08,3
7,204.24,3
213,2299.67,3
4,226.85,3
164,2741.08,3
104,984.12,3
9,113.5,3
274,1960.72,3
25,114.23,3
472,3198.25,3
61,325.77,3
28,354.15,3
48,425.14,3
21,393.49,3
47,939.32,3
205,1868.65,3
47,318.76,3
73,3466.67,1
537,3104.09,3
36,421.52,3
25,190.88,3
14,149.89,3
29,550.06,3
105,916.13,3
19,314.69,3
566,3744.65,1
16,379.95,3
40,1135.04,3
406,8603.05,1
31,954.9,3
9,171.45,3
55,282.19,3
69,318.65,3
57,384.52,3
39,283.28,3
85,351.38,3
18,178.26,3
112,272.44,3
77,296.46,3
16,240,3
124,603.37,3
12,1253.36,3
23,63.44,3
123,539,3
80,310.64,3
38,317.62,3
6,763.64,3
113,2118.91,3
27,111.98,3
69,1065.35,3
15,246.04,3
9,187.83,3
92,1686.91,3
294,1641.68,3
45,153.92,3
123,1059.07,3
139,1417.78,3
107,915.1,3
101,512.49,3
1,550.8,3
134,1811.36,3
69,556.95,3
47,128.8,3
29,494.62,3
57,669.11,3
66,197.63,3
81,1119.93,3
52,247.94,3
69,8600.73,1
1,-152.64,3
12,82.75,3
55,1384.85,3
14,644.3,3
28,2288.13,3
135,2509.72,3
486,6194.56,1
11,2524.02,3
73,1200.62,3
107,700.86,3
204,908.99,3
50,990.23,3
6,96.8,3
33,523.11,3
6,363.9,3
1,175.2,3
28,494.25,3
12,306.6,3
542,1925.25,3
750,6583.67,1
9,243.36,3
422,11856.6,1
182,776.32,3
17,193.64,3
32,160.57,3
87,537.74,3
502,2606.63,3
1,228.96,3
214,1154.48,3
9,110.75,3
72,1256.19,3
27,587.15,3
8,1740,3
16,1393.06,3
19,178.22,3
45,388.14,3
55,349.92,3
15,127.86,3
132,585.79,3
29,488.2,3
35,312.23,3
412,4447.74,1
468,4801.56,1
32,166.7,3
121,1327.42,3
33,446.18,3
87,423.89,3
252,1329.93,3
57,646.92,3
28,495.77,3
70,362,3
24,203.2,3
408,3865.8,1
83,404.66,3
110,20272.4,0
2,65.4,3
51,199.29,3
15,336.4,3
46,256.43,3
28,2686.42,3
78,784.11,3
15,1259.56,3
216,29878.2,0
3,508.8,3
62,457.91,3
4,203.87,3
27,7330.8,1
92,696.41,3
38,653.38,3
203,2073.87,3
58,2618.25,3
33,281.62,3
199,30088.4,0
92,957.14,3
116,1928.72,3
2,32.65,3
12,752.05,3
64,1214.72,3
43,748.94,3
66,1258.06,3
6,778,3
14,507.84,3
270,6827.84,1
30,463.46,3
207,4161.37,1
30,598.83,3
135,1853.13,3
28,663.63,3
43,759.17,3
271,5017.22,1
2,100.8,3
341,17059.7,0
41,509.84,3
14,265.76,3
43,403.3,3
48,365.76,3
53,301.86,3
137,2323.54,3
9,216.3,3
19,378.3,3
8,177.1,3
139,2199.76,3
1,534.24,3
132,2883.24,3
9,120.9,3
36,541.53,3
1,-4287.63,3
276,2498.56,3
351,187482,2
106,1631.61,3
19,486.72,3
61,517.53,3
8,131.7,3
17,249.86,3
19,1737.7,3
54,316.5,3
111,657.3,3
37,452.63,3
111,757.46,3
28,662.94,3
219,1881.36,3
9,289.96,3
41,763.28,3
5,137,3
90,1843.06,3
78,1125.07,3
179,700.39,3
14,194.37,3
31,506.51,3
83,1249.34,3
21,414.04,3
23,379.17,3
29,376.64,3
86,1926.88,3
102,3412.92,1
12,374.57,3
27,497.56,3
10,271.05,3
17,272.22,3
39,612.38,3
5,1138,3
18,288.6,3
28,689.1,3
37,553.92,3
135,2669.38,3
52,1145.84,3
16,294.29,3
84,592.58,3
22,387.31,3
369,6100.74,1
20,308.48,3
1073,88021.7,4
106,2920.04,3
6,513.2,3
40,208.65,3
85,632.72,3
136,762.88,3
11,153.94,3
83,1839.07,3
30,546.81,3
46,721.96,3
68,1005.19,3
33,652.74,3
6,145,3
9,422.7,3
23,706.7,3
49,888.86,3
258,3530.02,1
394,2385,3
15,293.45,3
9,223.36,3
13,164.4,3
3,76.5,3
75,897.62,3
9,98.42,3
26,570.4,3
25,170.75,3
143,628.17,3
2,-11.8,3
17,-141.48,3
6,148.86,3
42,267.16,3
42,296.64,3
51,909.96,3
2,1487.6,3
88,1952.45,3
105,478.22,3
6,157.9,3
32,527.42,3
27,854.95,3
45,162.94,3
64,1107.38,3
49,454.01,3
151,896.17,3
177,4012.56,1
29,344.14,3
299,1498.51,3
11,209.05,3
26,362.9,3
8,185.65,3
413,3442.83,1
6,124.74,3
52,440.2,3
45,215.72,3
452,10736.1,1
29,175.27,3
36,1227.3,3
210,1093.08,3
23,1240.2,3
251,2390.02,3
200,1474.54,3
167,2215.02,3
213,3851.56,1
50,993.18,3
83,388.79,3
269,2824.63,3
55,2044.37,3
13,161.67,3
9,116.01,3
564,5020.77,1
15,-1165.3,3
62,302.61,3
59,193.42,3
236,1100.62,3
576,3911.24,1
142,1992.76,3
315,4471.92,1
100,390.07,3
14,329.6,3
3,571.2,3
77,958.83,3
77,218.52,3
4,81.44,3
27,1336.1,3
33,527.05,3
50,843.48,3
312,2015.35,3
5,75.75,3
124,1784.12,3
26,503.6,3
37,499.17,3
71,1222.54,3
296,2355.67,3
24,265.93,3
35,547.06,3
6,101.75,3
5,621.66,3
40,712.29,3
8,101.55,3
169,2768.98,3
53,975.86,3
7,133.06,3
92,1789.55,3
53,861.74,3
8,166.08,3
239,3886.67,1
269,4717.33,1
50,1175.88,3
22,117.55,3
93,2571.74,3
82,1674.69,3
20,409.32,3
161,2954.75,3
45,196,3
90,1788.27,3
43,604.64,3
18,728.16,3
116,2039.91,3
15,347.75,3
68,3406.72,1
11,205.7,3
61,1284.08,3
115,3106.62,3
227,1615.62,3
27,551.04,3
718,20010.3,0
79,1383.27,3
320,16011.7,0
15,282.51,3
30,1992.11,3
11,184.4,3
119,2459.33,3
15,239.41,3
130,3191.53,3
284,5660.26,1
257,4740,1
19,290.4,3
46,688.44,3
18,187.02,3
15,283.12,3
35,765.34,3
124,2191.15,3
18,299.35,3
8,154.95,3
145,2503.85,3
24,417.95,3
80,1719.72,3
55,798.74,3
31,885.19,3
108,1781.12,3
392,10045.5,1
5,152.4,3
35,267.08,3
7,137.45,3
23,385.1,3
29,522.91,3
9,138,3
1,326.4,3
253,5480.29,1
6,139.35,3
278,5367.8,1
50,1195.94,3
119,2360.84,3
10,3276.4,1
45,995.65,3
188,3233.13,3
67,1042.55,3
169,2515.68,3
211,5131.75,1
83,878.2,3
18,303.97,3
35,692.19,3
43,700.63,3
689,13086.6,1
26,337.49,3
10,168.24,3
99,1863.35,3
48,2786.05,3
15,355.11,3
135,2245.48,3
8,98.8,3
2,64.65,3
35,674.52,3
183,1715.74,3
1,80.64,3
93,1739.92,3
735,5564.69,1
408,3444.82,1
95,834.99,3
25,287.59,3
19,712.78,3
1,15,3
75,818.82,3
57,371.88,3
21,271.2,3
105,2273.18,3
311,3950.55,1
38,1143.27,3
54,245.81,3
53,182.77,3
157,1215.46,3
3,56.4,3
194,665.86,3
84,642.17,3
12,188.02,3
65,275.48,3
13,131.94,3
72,278.74,3
134,1865.19,3
5,1117.9,3
14,225.9,3
190,1965.55,3
10,106.1,3
58,323.04,3
46,350.39,3
78,638.5,3
109,756.64,3
403,2972.08,3
104,1199.01,3
145,1253.14,3
10,512.31,3
41,539.56,3
63,4378.62,1
862,7656.91,1
141,732.16,3
377,1712.5,3
17,36.56,3
33,387.68,3
49,3661.07,1
5,-24.05,3
13,298.4,3
219,1990.42,3
82,1599.97,3
29,864.04,3
23,398.7,3
2,35.4,3
59,146.01,3
60,345.96,3
24,110.21,3
172,1560.53,3
132,2162.7,3
56,338.8,3
7931,40013.3,0
37,205.48,3
5,51.56,3
1,2033.1,3
51,901.2,3
26,605.8,3
312,5288.63,1
24,114.34,3
15,311.26,3
17,208.97,3
17,1393.79,3
56,26763.3,0
198,5149.06,1
25,148.21,3
58,252.8,3
222,2054.16,3
11,330.9,3
146,3139.84,3
102,597.5,3
381,10039.1,1
10,325.7,3
81,622.75,3
40,428.18,3
278,1880.04,3
10,155.9,3
41,1703.16,3
47,658.26,3
12,237.61,3
26,379.45,3
6,178.52,3
26,458.92,3
8,133.35,3
145,671.77,3
117,717.45,3
64,190.19,3
108,897.51,3
10,111.35,3
77,525.78,3
21,203.87,3
94,602.09,3
31,188.74,3
28,244.1,3
15,107.21,3
193,1119.81,3
16,98,3
2,256.32,3
114,540.45,3
28,152.06,3
32,155.8,3
11,15,3
19,110.38,3
39,178.92,3
34,800.24,3
12,72.9,3
58,243.28,3
39,366.23,3
40,295.61,3
59,411.6,3
80,336.43,3
94,341.28,3
23,1304.04,3
695,4202,1
144,819.77,3
1,207.5,3
38,2894.33,3
1,244.08,3
21,397.29,3
23,212.54,3
6,834.5,3
39,1740.48,3
64,403.41,3
90,1331.57,3
21,704.25,3
29,145.79,3
77,389.84,3
43,4301.22,1
12,99.14,3
23,1983.58,3
2,304.56,3
2,77.5,3
20,149.58,3
8,171.64,3
1,358.56,3
79,52750.8,4
72,472.12,3
21,990.84,3
483,2255.95,3
19,557.3,3
1,12.75,3
31,111.68,3
7,508.46,3
26,73.78,3
249,1296.44,3
35,102.83,3
104,471.7,3
326,2608.53,3
68,1098.43,3
48,123.07,3
85,277.35,3
14,228.2,3
31,582.59,3
31,136.04,3
15,337.04,3
178,735.75,3
295,4386.11,1
65,353.19,3
21,288.14,3
12,300.92,3
145,731.21,3
30,811.45,3
48,152.68,3
23,634.95,3
1,20.8,3
13,198.57,3
39,191.17,3
29,630.84,3
5,93.35,3
84,629.69,3
2,76.1,3
178,1492.58,3
91,378.46,3
1,1,3
1,1,3
1,1,3
1,2,3
1,2,3
1,12,3
58,417.23,3
40,169.47,3
59,247.62,3
22,444.68,3
30,2116.19,3
33,252.24,3
14,174.8,3
28,102.79,3
31,187.29,3
32,166.42,3
46,120.03,3
123,1483.56,3
3,523,3
29,122.14,3
5,38.45,3
190,663.07,3
22,236.78,3
21,115.31,3
10,220.7,3
5,73.5,3
34,97.97,3
111,422.49,3
52,725.36,3
96,405.62,3
19,70.02,3
19,357.2,3
468,4028.06,1
7,165.05,3
121,559.51,3
125,2070.53,3
47,189.4,3
7,172.29,3
5,74.4,3
21,297.07,3
360,6688.24,1
19,363.65,3
3,170.16,3
19,278.47,3
45,2114.37,3
27,720.52,3
7,814,3
138,2380.08,3
10,318,3
37,396.33,3
1,101.7,3
457,1995.65,3
25,453,3
34,-2.66454e-14,3
76,3864.44,1
13,489.6,3
152,2528.52,3
227,2633.01,3
29,336.13,3
125,3641.89,1
2,1231.5,3
17,343.45,3
73,703.37,3
2,87.53,3
29,689.95,3
7,101.34,3
7,3770.12,1
39,167.67,3
90,9065.76,1
38,2083.42,3
70,3017.3,3
17,517.65,3
209,896.72,3
109,2692.85,3
19,168.31,3
41,223.65,3
433,256438,2
38,754.64,3
18,113.48,3
39,430.7,3
19,264.65,3
451,7900.39,1
49,206.05,3
26,352.69,3
1,76.32,3
26,217.5,3
371,1409.73,3
72,302,3
1270,5577.08,1
30,181.12,3
17,111.15,3
32,673.1,3
361,1819.03,3
35,580.08,3
196,1130.09,3
55,204.55,3
45,323.23,3
14,112.55,3
68,1023.24,3
2,715.5,3
20,681.91,3
39,761.83,3
8,152.65,3
159,8347.86,1
1,-35.4,3
18,1014.9,3
61,1000.16,3
43,2888.75,3
221,2861.55,3
10,160.35,3
7,179.34,3
16,612.08,3
37,566.58,3
38,653.35,3
21,399.19,3
28,347.82,3
139,715.14,3
35,451.75,3
23,530.15,3
39,638.06,3
81,1612.79,3
25,394.7,3
10,302.46,3
42,1304.51,3
140,1133.64,3
9,202.65,3
38,980.31,3
56,1208.51,3
197,7490.17,1
31,2106.84,3
1,104,3
33,448.65,3
75,1314.17,3
99,1573.41,3
90,1793.17,3
118,1838.71,3
44,382.8,3
42,569.32,3
1,49.8,3
17,304.25,3
72,1998.49,3
69,1084.34,3
16,274.51,3
7,207.8,3
45,957.97,3
18,212.96,3
9,896,3
141,689.13,3
166,5083.06,1
32,163.8,3
68,1396.99,3
19,160.42,3
195,1925.35,3
32,517.36,3
8,139.1,3
134,2621.38,3
42,600.07,3
43,248.42,3
15,232.48,3
13,299.34,3
26,481.75,3
31,621.75,3
24,626.38,3
115,2019.77,3
4,297.78,3
64,1023.31,3
19,443,3
299,6315.23,1
10,158.95,3
284,5350.94,1
244,5183.7,1
5,93.75,3
32,769.2,3
162,7216.9,1
89,2716.6,3
126,2066.17,3
39,562.67,3
1,440,3
104,1796.48,3
49,882.24,3
61,987.1,3
87,1541.81,3
6,422.58,3
105,2058.09,3
78,2232.49,3
172,2467.6,3
4,596.1,3
49,783.02,3
8,95.34,3
22,342.92,3
16,4314.72,1
98,526.67,3
6,103.3,3
4,-50.1,3
123,2265.38,3
42,2338.6,3
140,2595,3
21,324.24,3
13,149.48,3
62,1211.08,3
46,801.51,3
2,0,3
8,138.9,3
13,238.95,3
170,3064.78,3
22,1.24345e-14,3
16,323.36,3
9,97.63,3
9,173.9,3
10,180.6,3
7,80.82,3
13,176.6,3
756,2094.88,3
70,1837.28,3
1,192,3
1,1,3
1,1,3
1,12,3
25,1700,3
1,1,3
1,2,3
1,12,3
1,1,3
1,72,3
2,4,3
1,12,3
1,12,3
1,48,3
1,6,3
1,48,3
1,1,3
1,12,3
1,2,3
1,12,3
1,12,3
1,2,3
1,12,3
1,12,3
1,12,3
1,3,3
1,12,3
1,1,3
1,24,3
1,1,3
1,1,3
1,1,3
1,192,3
1,4,3
1,12,3
1,2,3
